"paper_id","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","issue_summary","corrected_value"
"PXD013517","BiologicalAgent","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","TYPE CHECK: The candidate value is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""human cancers"" in the abstract and ""human API5 gene"" in the methods.
TRUTH CHECK: The proteins and cell lines (HeLa) used in the study are human.
COMPLETENESS CHECK: The full set contains the only species involved in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD013517","BiologicalAgent","organ","cervix","","low","False","","False","False","True","TYPE CHECK:        No, the candidate value is a specific organ, but the paper does not describe samples originating from this organ.
SOURCE CHECK:      The word ""cervix"" does not appear in the provided paper text.
TRUTH CHECK:       The study uses HeLa cells (which are derived from a cervical cancer cell line), but the experimental material used is the cell line itself, not the organ.
COMPLETENESS CHECK: The full set contains a value not supported by the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      yes
VERDICT:           low
CORRECTED_VALUE:   NONE",""
"PXD013517","BiologicalAgent","cell_type","epithelial cell","","low","False","","False","False","True","TYPE CHECK:        The candidate value ""epithelial cell"" is a cell type, which matches the field definition.
SOURCE CHECK:      The paper mentions the use of ""HeLa cells"" (a well-known cervical cancer cell line), but the text does not explicitly use the term ""epithelial cell"".
TRUTH CHECK:       While HeLa cells are derived from epithelial cells, the paper describes them as a ""cell line"" (HeLa), not as a ""cell type"" (primary cells or lineage).
COMPLETENESS CHECK:   The full set contains only ""epithelial cell"", which is an inference not explicitly stated in the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      yes
VERDICT:           low
CORRECTED_VALUE:   NONE",""
"PXD013517","BiologicalAgent","disease","cervical adenocarcinoma","","low","False","","False","False","True","TYPE CHECK:        The candidate value is a disease state, which matches the field definition.
SOURCE CHECK:      The term ""cervical adenocarcinoma"" does not appear in the provided paper text.
TRUTH CHECK:       The paper mentions ""various human cancers"" in the abstract, but it does not specify cervical adenocarcinoma.
COMPLETENESS CHECK: The full set of extracted values is not present in the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      yes
VERDICT:           low
CORRECTED_VALUE:   NONE",""
"PXD013517","BiologicalAgent","material_type","cell line","cell line","high","False","","True","True","False","TYPE CHECK:        The candidate value ""cell line"" is a valid category for the material_type field.
SOURCE CHECK:      The paper explicitly mentions the use of ""HeLa cells"" and ""API5 knockout cells"" (generated via CRISPR/Cas9), which are cell lines.
TRUTH CHECK:       The use of HeLa cells for the mRNA export assays and the generation of knockout cell lines is factually correct.
COMPLETENESS CHECK: The full set of extracted values (""cell line"") covers the material used for the proteomics and cellular experiments described.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD013517","BiologicalAgent","cell_line","HeLa","HeLa","high","False","","True","True","False","TYPE CHECK:        The candidate value ""HeLa"" is a name of an immortalized cell line, which matches the field definition.
SOURCE CHECK:      The text explicitly mentions ""HeLa cells"" in the ""API5–FGF2 complex functions in bulk mRNA export"" section.
TRUTH CHECK:       The use of HeLa cells for the mRNA export assays and shRNA expression system is factually correct according to the text.
COMPLETENESS CHECK:    The full set contains ""HeLa"", which is the only cell line mentioned in the provided text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD013517","TechnicalAgent","enrichment_method","Immunoprecipitation","Immunoprecipitation","high","False","","True","True","False","TYPE CHECK:        The candidate value ""Immunoprecipitation"" is a valid enrichment protocol used before mass spectrometry.
SOURCE CHECK:      The paper explicitly mentions ""Immunoprecipitation and proteomics analysis"" in the ""Interactome analysis"" section.
TRUTH CHECK:       The value is factually correct as the study used immunoprecipitation to isolate API5 interaction partners for subsequent proteomics.
COMPLETENESS CHECK: The full set of extracted values contains ""Immunoprecipitation"", which covers the enrichment method described for the proteomics experiment.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD013517","TechnicalAgent","instrument","Q Exactive","","low","False","","False","False","True","TYPE CHECK:        The candidate value is a mass spectrometer model, which matches the required category.
SOURCE CHECK:      The paper mentions ""proteomics analysis"" and ""immunoprecipitation,"" but it does not mention the specific mass spectrometer instrument used.
TRUTH CHECK:       The value ""Q Exactive"" is not mentioned anywhere in the provided text.
COMPLETENESS CHECK: The full set contains a value that is not supported by the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      yes
VERDICT:           low
CORRECTED_VALUE:   NONE",""
"PXD013517","TechnicalAgent","label","label-free","label-free","high","False","","True","True","False","TYPE CHECK: The candidate value ""label-free"" is a valid category for the label field.
SOURCE CHECK: The paper mentions ""proteomics analysis"" in the results section but does not mention any isobaric or metabolic labeling reagents (like TMT or SILAC).
TRUTH CHECK: Per the field definition, ""label-free"" is the correct value when no specific labeling method is mentioned.
COMPLETENESS CHECK: The full set contains ""label-free"", which is the only applicable value for this experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD013517","ExperimentalDesignAgent","experimental_design","API5 WT vs API5 4Mut interactome comparison","API5 WT vs API5 4Mut interactome comparison","high","False","","True","True","False","TYPE CHECK:        The candidate value describes a comparison between two experimental conditions, which fits the category of a study design.
SOURCE CHECK:      The paper describes reconstituting FLAG-tagged API5 WT or 4Mut in API5 knockout cells and performing immunoprecipitation and proteomics analysis to compare their interaction partners.
TRUTH CHECK:       The value accurately reflects the specific experimental comparison performed to identify API5-specific interaction partners.
COMPLETENESS CHECK: The full set contains this comparison, which is the primary design for the proteomics portion of the study.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
