"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD024054","","strict","Biological","cell_line","HeLa","HeLa","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""HeLa"" is a name of an immortalized cell line, which matches the field definition.
SOURCE CHECK: The paper explicitly states that ""mitochondria from fully SILAC-labeled HeLa cells"" and ""HeLa cells"" were used for the mePRODmt proteomics experiments and analyzed by LC-MS/MS.
TRUTH CHECK: The value is factually correct as HeLa cells were the source of the biological material analyzed by mass spectrometry.
COMPLETENESS CHECK: The full set of extracted values contains only ""HeLa"", which is the only cell line used for the MS samples in this study.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Biological","cell_type","epithelial cell","epithelial cell","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""epithelial cell"" describes a cell lineage, which matches the definition of the cell_type field.
SOURCE CHECK: The MS samples were derived from HeLa cells (""purified mitochondria from fully SILAC-labeled HeLa cells""), and HeLa is a well-established epithelial cell line.
TRUTH CHECK: HeLa cells are derived from cervical adenocarcinoma and are of epithelial lineage; therefore, ""epithelial cell"" is factually correct.
COMPLETENESS CHECK: The full set contains the correct lineage for the cell line used in the proteomics experiments.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Biological","disease","cervical adenocarcinoma","cervical adenocarcinoma","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a disease/diagnosis, which matches the field definition.
SOURCE CHECK: The MS samples were derived from HeLa cells, and ""cervical adenocarcinoma"" is the well-known disease origin of the HeLa cell line.
TRUTH CHECK: The value is factually correct for the HeLa cell line used in the proteomics experiments.
COMPLETENESS CHECK: The full set of extracted values correctly identifies the disease origin of the cell line used.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Biological","organ","cervix","cervix","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""cervix"" is a valid organ/tissue type.
SOURCE CHECK: The MS samples were derived from HeLa cells, which are explicitly described in the ""Cell lines"" section as ""Human epithelial cervix-adenocarcinoma (HeLa) cells"".
TRUTH CHECK: HeLa cells originate from the cervix; therefore, ""cervix"" is factually correct.
COMPLETENESS CHECK: The full set contains the only relevant organ of origin for the samples analyzed.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Biological","sex","female","female","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""female"" is the correct category for the sex field.
SOURCE CHECK: The value is explicitly stated in the ""Cell lines"" section of the methods, describing the HeLa cells used for the proteomics experiments.
TRUTH CHECK: The paper states ""Human epithelial cervix-adenocarcinoma (HeLa) cells (female)"".
COMPLETENESS CHECK: The full set contains the only sex mentioned for the biological material used.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""Human epithelial cervix-adenocarcinoma (HeLa) cells"" and uses the ""Homo sapiens SwissProt database"" for protein identifications.
TRUTH CHECK: The biological material analyzed by mass spectrometry is derived from human HeLa cells.
COMPLETENESS CHECK: The full set contains the only species involved in the experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","ExperimentalDesign","factor_value","treatment (control, MitoBloCK-6, CCCP, ISRIB, MG-132)","treatment (control, MitoBloCK-6, CCCP, ISRIB, MG-132) | cervical adenocarcinoma","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes the experimental factors (treatments) and their specific levels, which is the correct category for factor_value.
SOURCE CHECK: The values are present in the paper text; the methods section explicitly mentions treatments with CCCP, ISRIB, MG-132, and MitoBloCK-6, as well as control conditions.
TRUTH CHECK: The values are factually correct as they represent the actual conditions applied to the cells analyzed by mass spectrometry.
COMPLETENESS CHECK: The full set of extracted values covers both the treatment factors and the disease state (cervical adenocarcinoma, inferred from HeLa), providing a complete picture of the experimental design.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","ExperimentalDesign","factor_value","cervical adenocarcinoma","treatment (control, MitoBloCK-6, CCCP, ISRIB, MG-132) | cervical adenocarcinoma","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a disease state, which is a valid characteristic for a factor_value.
SOURCE CHECK: The value is inferable from the use of HeLa cells, which are explicitly described in the methods as ""Human epithelial cervix-adenocarcinoma"".
TRUTH CHECK: The value is factually correct as HeLa cells originate from cervical adenocarcinoma.
COMPLETENESS CHECK: The full set of extracted values covers both the experimental treatments and the biological origin of the cells.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024054","","strict","Technical","acquisition_method","data-dependent acquisition","data-dependent acquisition","medium","False","","True","False","False","False","","","incomplete","TYPE CHECK: The candidate value ""data-dependent acquisition"" is a valid MS acquisition scheme.
SOURCE CHECK: The value is explicitly mentioned in the ""Mass spectrometry"" section of the methods (""For data dependent acquisition (DDA) based runs..."").
TRUTH CHECK: The value is factually correct as the paper describes using DDA for certain runs (Figures S1B and S1C).
COMPLETENESS CHECK: The full set of extracted values is incomplete because the paper also describes ""targeted mass difference (TMD) based runs"" for the primary mePRODmt experiments.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: medium
CORRECTED_VALUE: data-dependent acquisition, targeted mass difference","data-dependent acquisition, targeted mass difference"
"PXD024054","","strict","Technical","alkylation_reagent","chloroacetamide","chloroacetamide","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a chemical reagent used for alkylation, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""Cell harvest, lysis and mitochondrial isolation"" section: ""All samples... were denatured with... 40 mM chloroacetamide"".
TRUTH CHECK: The value is factually correct as it is the reagent used for alkylation in the sample preparation workflow.
COMPLETENESS CHECK: The full set contains the only alkylation reagent mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
